Crop,Variety,Region,Season,Soil_Type,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Yield
Sugarcane,Co 0238,Karnataka,Kharif,Peaty,23.36014401,74.02453685,52.45604248,15.45481693,86.26371621,4.734174928,388.7015387,82865.96
Sugarcane,Co 86032,Andhra Pradesh,Rabi,Silt,13.92703882,58.05058529,18.67260636,26.94317989,55.65179115,6.752183057,355.4041586,85907.07
Rice,Arborio,West Bengal,Kharif,Clay,35.68099395,37.13357109,85.26234162,29.94310883,97.50353318,5.76982359,234.9598662,6314.05
Maize,Dent,Karnataka,Zaid,Sandy,59.61840611,30.38538358,26.03785271,15.32063634,80.06731589,5.830737576,317.6006461,5654.25
Wheat,Durum,Uttar Pradesh,Rabi,Saline,86.1502247,26.06281499,76.74479907,19.91819604,84.34474767,5.325714975,297.8845253,4086.63
Potato,Russet,West Bengal,Rabi,Peaty,69.84112485,14.36576156,96.16489565,11.22155337,98.89368363,5.396786157,357.595745,28238.25
Potato,Russet,Haryana,Zaid,Clay,100.4840602,27.10575319,54.41033525,14.45467782,47.69502745,6.866229406,114.5824986,27805.34
Potato,Yukon Gold,Madhya Pradesh,Zaid,Silt,108.4145651,41.83454746,94.85509599,29.24360533,85.5658403,6.295037725,133.5051587,30302.98
Tomato,Beefsteak,Karnataka,Zaid,Clay,146.0050717,23.37203503,34.33149517,33.45831455,34.55738145,7.353782227,212.9878194,30356.56
Rice,Basmati,Andhra Pradesh,Zaid,Clay,7.541289386,87.04247139,27.56139684,22.73753843,41.54779099,5.360523483,325.550325,4375.15
Tomato,Roma,Maharashtra,Zaid,Silt,36.68022802,16.58110055,17.62013663,10.24406523,95.07344495,7.405682703,303.131651,27325.49
Wheat,Durum,Uttar Pradesh,Rabi,Saline,44.27693898,12.46577463,48.25060579,33.23389657,41.17339825,8.304115429,138.7630316,2811.95
Rice,Basmati,West Bengal,Kharif,Saline,133.0644632,79.99088532,44.77984301,24.70980683,92.73510818,8.126730729,213.0671724,4530.18
Sugarcane,Co 99004,Andhra Pradesh,Rabi,Clay,128.2273858,12.45585516,39.2501083,43.47304546,86.54793632,5.583597644,224.5152391,89463.64
Wheat,Durum,Madhya Pradesh,Rabi,Clay,15.48930071,26.79568189,25.846088,29.10409265,95.42226031,4.949606458,169.6399109,3239.88
Wheat,Durum,Haryana,Rabi,Sandy,49.54715743,8.843114505,11.09488391,31.87171505,33.20904625,5.658023032,330.2574411,4083.67
Potato,Red,Punjab,Rabi,Loamy,54.78684833,68.58336606,89.19144307,19.73186091,81.74434154,7.954798342,141.2109624,32873.13
Wheat,Soft Red,Punjab,Rabi,Silt,73.47437017,57.77973562,11.39660528,29.2379666,39.46803958,4.735101155,399.5865761,6061.94
Sugarcane,Co 0238,Uttar Pradesh,Rabi,Loamy,53.85541716,49.79262589,99.8493218,14.11730857,64.96404722,7.90000393,225.1660002,109313.87
Rice,Basmati,Andhra Pradesh,Kharif,Peaty,138.2706582,86.9936017,87.90248526,42.39429745,37.34239371,7.633531805,25.26062153,4610.62
Tomato,Beefsteak,Maharashtra,Kharif,Peaty,142.5429054,68.81644783,86.70389278,44.03079122,39.80102238,7.00190496,55.29864355,32500.35
Sugarcane,Co 0238,Andhra Pradesh,Kharif,Sandy,135.7301898,56.86064973,59.34107102,26.66843391,35.18185659,8.340679225,337.1239128,96715.04
Maize,Dent,Rajasthan,Zaid,Clay,131.1182905,20.39450462,25.3955892,17.24655885,95.38651808,7.824159231,386.9274364,6115.14
Rice,Basmati,Andhra Pradesh,Zaid,Clay,75.38850074,70.65505566,65.93878172,39.19841222,79.09995501,5.41681345,61.09126663,4497.11
Wheat,Soft Red,Madhya Pradesh,Rabi,Sandy,48.72148651,52.57785079,57.28301733,10.9584897,75.39638953,7.739435502,206.6312127,4532.67
Sugarcane,Co 0238,Tamil Nadu,Kharif,Sandy,14.71031745,60.45675917,89.96785423,38.91897675,98.60784996,5.960337385,102.7901175,70906.86
Tomato,Cherry,Tamil Nadu,Rabi,Sandy,45.33450916,35.15387332,74.10295087,34.1677598,44.08223315,6.569196864,333.2556116,30939.94
Wheat,Hard Red,Uttar Pradesh,Rabi,Loamy,103.0002234,74.36507745,23.32158116,34.65193682,61.34004447,7.757289667,223.819362,6680.34
Sugarcane,Co 0238,Maharashtra,Kharif,Silt,148.5339802,75.87715035,65.90414386,43.98805943,46.93961481,4.541117094,246.8038085,107066.26
Rice,Arborio,Punjab,Kharif,Silt,90.94059573,73.00703484,84.60121939,27.41627073,73.33320875,7.791711561,182.957134,8329.5
Maize,Flint,Rajasthan,Kharif,Loamy,109.008007,47.21622049,53.07203629,25.06709159,85.95901409,7.24665555,203.2673676,7728.93
Potato,Yukon Gold,Madhya Pradesh,Rabi,Clay,55.80179271,79.47962513,11.37778297,31.8529346,38.78230032,6.682195302,274.1803239,28876.11
Potato,Russet,Madhya Pradesh,Rabi,Clay,118.0868353,85.2104038,91.9372365,10.92894745,60.12018162,4.839362861,300.4212034,34168.74
Maize,Sweet,Karnataka,Zaid,Silt,97.15577906,42.66065965,37.56553188,39.36902367,82.33997111,7.53539692,84.04843926,5381.99
Wheat,Durum,Punjab,Rabi,Clay,85.9799319,7.645045353,13.0719771,13.78822623,74.84354187,5.17019543,56.98438602,4045.8
Tomato,Roma,Karnataka,Zaid,Saline,85.2378363,50.76149836,32.56035613,34.01396129,43.54988963,7.713473915,212.9013382,24748.29
Maize,Dent,Karnataka,Rabi,Sandy,99.49763836,31.43654981,41.19352929,16.87370796,63.57036847,5.925370668,281.7405051,6719.69
Potato,Russet,Punjab,Zaid,Loamy,47.17858977,8.144617085,87.17695655,17.56888429,70.79562868,5.109811951,207.0355149,29782.68
Potato,Yukon Gold,Madhya Pradesh,Zaid,Sandy,146.9648673,78.06028167,38.53916966,11.79903662,55.79414323,8.011574087,114.2201817,21199.68
Sugarcane,Co 86032,Uttar Pradesh,Kharif,Saline,142.626317,14.53800126,32.17610943,30.9853417,91.23791871,6.504338816,236.1084632,70067.45
Sugarcane,Co 99004,Uttar Pradesh,Kharif,Clay,7.911321226,57.04831517,51.05341627,11.08752569,30.93128089,6.887564136,24.71726694,72327.23
Wheat,Durum,Haryana,Rabi,Loamy,110.6935977,20.31248867,76.3675703,40.94556385,86.16303239,4.61323687,178.4782606,5534.1
Tomato,Roma,Karnataka,Kharif,Sandy,12.52291822,45.1139235,86.49928775,31.90862264,70.1028677,8.292064597,29.90413616,21782.74
Potato,Red,Punjab,Rabi,Peaty,144.2331971,79.34067383,18.13849558,19.46625118,85.29804599,5.22074639,64.96014199,24008.1
Sugarcane,Co 99004,Karnataka,Kharif,Saline,20.38053321,67.68476975,27.16057759,38.67928376,64.93217478,7.931358134,231.0423329,62651.56
Rice,Basmati,Uttar Pradesh,Zaid,Sandy,127.8796326,17.19937575,72.31141644,14.88563956,40.80873714,4.724316457,274.2381375,4371.7
Sugarcane,Co 0238,Uttar Pradesh,Kharif,Peaty,99.04584736,42.30144491,64.14005014,22.66986927,61.01471249,4.747420319,128.7127856,87906.85
Wheat,Hard Red,Madhya Pradesh,Rabi,Clay,40.88684265,25.20241203,83.42048039,15.4518505,71.58279558,8.326087369,362.3438152,5043.99
Sugarcane,Co 86032,Karnataka,Kharif,Silt,134.416634,38.18610606,59.38489773,18.27068092,39.82147668,4.760301516,317.6990742,99392.2
Wheat,Durum,Punjab,Rabi,Loamy,146.1303386,9.330646897,46.1942929,22.4077568,92.15172153,5.155636582,318.1901731,6495.23
Rice,Jasmine,Uttar Pradesh,Kharif,Peaty,86.34601607,47.29665597,61.25849972,12.9207379,91.60324397,4.753837424,371.1425228,6013.45
Rice,Basmati,West Bengal,Kharif,Sandy,29.74329373,13.30237545,49.23425831,23.19172935,86.088938,7.233363324,99.48246168,3490.67
Rice,Jasmine,Andhra Pradesh,Kharif,Silt,94.55072703,32.83578514,42.42320033,23.00348488,37.83994483,6.414189633,60.54955799,5537.65
Tomato,Cherry,Madhya Pradesh,Kharif,Peaty,57.97357471,42.54639778,91.34468359,21.35797786,62.52330052,6.226824334,237.0696813,31984.92
Wheat,Hard Red,Rajasthan,Rabi,Loamy,88.67132244,78.25778305,20.47172885,21.88071607,34.26853481,6.710296585,285.4414349,6269.12
Rice,Arborio,Punjab,Kharif,Peaty,37.17857542,63.87857056,20.52744477,35.9415821,89.13822537,7.06159068,204.7541329,5520.7
Wheat,Soft Red,Punjab,Rabi,Peaty,9.661035997,66.86138761,28.69867908,43.29247409,99.12306731,6.476811164,282.0073282,4637.9
Potato,Red,Uttar Pradesh,Rabi,Loamy,145.6424727,24.03403031,99.71284977,19.10939287,45.52189011,7.34190718,171.2073178,32991.32
Wheat,Soft Red,Uttar Pradesh,Rabi,Sandy,84.94770951,46.10102102,17.8079401,17.70405328,43.8290226,5.014074973,336.8295411,4903.39
Wheat,Soft Red,Uttar Pradesh,Rabi,Sandy,107.1992026,14.27788578,30.67869814,13.81910733,59.30740587,7.595961605,251.0905772,4432.55
Maize,Flint,Rajasthan,Rabi,Clay,90.57456114,85.34067274,69.72950223,14.86816712,42.44987226,7.001431426,306.9781885,7692.41
Maize,Dent,Uttar Pradesh,Kharif,Loamy,137.8737025,68.4936219,12.80259542,11.64300787,54.22702949,4.847944293,44.40245454,7167.35
Maize,Flint,Karnataka,Kharif,Peaty,109.8240486,50.38815905,82.71719472,40.96714312,90.45595389,7.370276978,38.83965074,5921.06
Tomato,Cherry,Tamil Nadu,Kharif,Silt,46.50858736,82.65321125,58.65604759,20.83493458,86.98166577,5.959836463,180.5190816,36972.68
Sugarcane,Co 86032,Tamil Nadu,Kharif,Peaty,49.98219476,38.86605509,75.10009463,21.06383352,38.76680203,6.879098843,154.4262491,79877.77
Potato,Russet,Uttar Pradesh,Rabi,Sandy,19.64787873,8.470328605,17.06293639,33.89183455,64.3469223,6.989450409,81.46443841,16995.14
Potato,Red,Madhya Pradesh,Rabi,Sandy,16.69660971,22.64028469,97.95108159,24.16519249,76.5791573,7.205067474,383.3965705,22988.98
Tomato,Cherry,Tamil Nadu,Kharif,Sandy,27.91271744,8.89788761,14.64015713,30.08044907,77.33261104,5.01391796,277.9582464,24748.51
Potato,Russet,Punjab,Rabi,Saline,39.43933637,36.12752668,26.75608787,27.57214976,80.42802321,5.229409893,221.6963447,20938.27
Tomato,Beefsteak,Andhra Pradesh,Rabi,Silt,61.78218848,42.23669847,22.98945352,17.75763614,72.80544379,4.599183536,297.2653478,34800.73
Tomato,Beefsteak,Maharashtra,Rabi,Saline,115.5818434,88.37403862,21.96939243,25.79409354,76.87666773,8.088303672,31.29547463,22268.39
Wheat,Soft Red,Punjab,Rabi,Silt,148.5535125,76.39130531,38.07254556,29.16168427,71.17549361,8.110979736,229.4183513,6726.25
Maize,Sweet,Maharashtra,Zaid,Silt,129.0999069,18.28880006,32.75443141,16.7931955,45.59868271,7.953409147,328.7522672,6012.56
Potato,Yukon Gold,West Bengal,Rabi,Sandy,87.64736667,43.56423615,45.39704078,37.53877026,58.79024426,7.309878851,367.0443899,31179.39
Sugarcane,Co 99004,Maharashtra,Kharif,Sandy,126.2760941,63.47485012,32.06242657,23.40636833,78.00710019,6.856150688,126.1338176,85484.18
Potato,Russet,West Bengal,Rabi,Saline,90.88801542,12.02706759,99.59511898,13.36674931,52.9075136,5.55858354,342.636776,24682.29
Wheat,Durum,Uttar Pradesh,Rabi,Saline,125.1886156,49.30135988,84.81752413,37.2978047,62.55068465,6.986162334,356.0847461,4774.95
Potato,Russet,Haryana,Rabi,Clay,136.2979186,58.5222874,37.98083026,34.81400085,75.88712595,6.637723928,317.2776437,33286.9
Sugarcane,Co 0238,Uttar Pradesh,Kharif,Clay,142.4097889,85.10623728,82.00058217,22.00115996,93.37762602,7.700249305,398.5239164,120475.38
Rice,Basmati,Andhra Pradesh,Zaid,Sandy,143.7113007,85.5137381,69.37830357,39.14190452,93.68726375,6.452807575,154.3046679,4716.74
Tomato,Cherry,Andhra Pradesh,Zaid,Sandy,37.03028912,24.40364141,41.58211628,43.64481708,76.3034074,7.900465613,60.18103682,17547.01
Wheat,Soft Red,Madhya Pradesh,Rabi,Peaty,139.4414034,22.48115281,35.00204865,20.30236996,36.70567744,6.376481616,132.4692863,4439.71
Sugarcane,Co 99004,Uttar Pradesh,Rabi,Silt,86.35782777,81.39703526,97.74325006,12.67910236,35.22031199,7.37108528,353.0842234,122616.47
Potato,Russet,Haryana,Zaid,Sandy,122.9923297,35.79387731,35.52945822,41.53501107,77.71279814,7.921603669,47.08114341,20150.29
Rice,Basmati,Andhra Pradesh,Kharif,Silt,26.9837517,78.56630824,16.92957264,36.71962243,53.83917782,5.657178637,198.5286553,5003.57
Potato,Red,Punjab,Zaid,Peaty,128.8557834,51.41470223,36.07167398,38.42647873,41.86488167,7.614932697,70.32835383,23087.16
Maize,Sweet,Karnataka,Kharif,Sandy,113.7174503,65.89853366,46.42398243,12.63197656,91.66343559,5.197477766,82.5756072,5207.16
Potato,Yukon Gold,Uttar Pradesh,Rabi,Silt,49.82445665,19.32240166,22.50285291,43.51445925,78.00232593,7.829229545,113.2113607,24886.13
Wheat,Hard Red,Madhya Pradesh,Rabi,Loamy,148.0701315,16.46227663,86.53783803,33.71705721,95.91075368,4.51199941,394.6494257,6082.5
Rice,Basmati,Punjab,Zaid,Peaty,98.62261712,8.979514724,89.47474246,19.41947421,36.15246995,5.143040934,294.5355828,5135.44
Tomato,Beefsteak,Maharashtra,Rabi,Clay,98.93152194,19.89567617,88.13890712,14.02317195,52.30435686,5.654935085,382.7239198,41117.53
Maize,Dent,Maharashtra,Kharif,Loamy,7.60095509,58.44047524,20.89639196,33.97250143,33.07385725,7.496871099,49.482738,5501.76
Rice,Basmati,Punjab,Kharif,Sandy,67.76653365,66.4242597,83.95678065,29.38339132,84.61509262,7.497976704,195.3753354,5580.93
Rice,Jasmine,Punjab,Kharif,Silt,108.924544,87.69569422,46.62365246,31.5973607,97.71973103,5.618108397,164.1560945,6971.21
Sugarcane,Co 99004,Tamil Nadu,Kharif,Clay,26.20880582,7.416814823,30.58449175,17.27746471,67.1839463,5.662240986,180.2780955,74680.5
Rice,Arborio,Uttar Pradesh,Kharif,Loamy,8.841625651,79.23097089,21.92006776,24.5029211,96.43790665,8.060122986,89.39796582,5138.66
Rice,Arborio,Tamil Nadu,Kharif,Peaty,62.39648996,25.11384412,64.85177309,39.37810288,55.78192114,5.233729695,129.8952755,5168.95
Tomato,Beefsteak,Andhra Pradesh,Rabi,Loamy,9.371128393,63.76703773,83.43381282,42.07129798,31.45349816,5.458365877,325.860994,40085.66
Rice,Jasmine,Andhra Pradesh,Zaid,Silt,90.04873543,89.02688177,75.54371591,30.56655084,51.25036912,5.017365751,394.5897449,6402.67
Sugarcane,Co 86032,Uttar Pradesh,Kharif,Sandy,49.02961514,21.23401836,88.12688676,36.46741557,67.39452538,7.765548765,102.8461147,74509.93
Potato,Red,Haryana,Rabi,Silt,52.33130721,84.43743992,30.35602076,21.84215099,85.23539173,7.051759881,32.70010012,24142.44
Maize,Sweet,Uttar Pradesh,Zaid,Silt,112.30091,28.97683259,81.97321185,27.22853464,81.91529306,7.799999802,293.5288017,7491.77
Wheat,Soft Red,Rajasthan,Rabi,Sandy,36.780267,43.86704923,98.16542291,11.16352448,59.37378403,6.496194165,377.3311209,4514.1
Potato,Red,Punjab,Zaid,Loamy,37.78317072,30.87675046,45.38340538,16.30372827,54.95250998,8.070157881,327.0267339,28145.28
Potato,Yukon Gold,Madhya Pradesh,Zaid,Sandy,52.11738259,34.36610681,35.63209242,24.04425708,52.84886854,5.17866965,386.506434,22198.71
Sugarcane,Co 86032,Tamil Nadu,Kharif,Peaty,38.88994437,35.38141352,45.97342107,21.31280131,34.24486056,6.686483645,306.0922123,82058.79
Rice,Jasmine,West Bengal,Kharif,Loamy,118.77629,16.60479764,70.32258509,10.86666569,87.64659024,5.361120508,355.0725217,6939.08
Wheat,Soft Red,Punjab,Rabi,Saline,7.785825951,19.59042123,37.8747178,43.64969474,73.17372521,4.538640485,132.8406785,2768.23
Rice,Basmati,Andhra Pradesh,Zaid,Peaty,105.8118468,62.94698329,67.88072698,12.51510181,63.75422537,6.439332928,148.4734706,5046.94
Sugarcane,Co 99004,Karnataka,Kharif,Peaty,33.0973897,8.197942068,32.66870173,32.17882879,92.63680332,6.79623175,225.4476367,74110.6
Potato,Russet,Haryana,Rabi,Clay,106.0849729,21.1383892,86.49781788,24.90854214,51.57237658,7.975764799,268.3767268,33970.96
Tomato,Roma,Madhya Pradesh,Rabi,Loamy,148.6825696,73.85450084,19.1939002,33.83199434,96.27276802,5.781451967,374.9481928,41578.81
Wheat,Hard Red,Uttar Pradesh,Rabi,Peaty,127.7728444,52.08999938,38.3626104,10.52901364,42.07225294,8.273374954,111.7552326,4584.86
Rice,Jasmine,Andhra Pradesh,Kharif,Silt,59.37484802,42.78917241,53.83487028,23.80454427,57.92231893,6.563976808,155.6544151,6118.78
Wheat,Soft Red,Punjab,Rabi,Silt,120.7381303,54.5213943,19.83596868,12.54925454,74.12216447,6.084881676,190.4877268,6145.5
Rice,Basmati,Tamil Nadu,Zaid,Silt,122.8079203,12.16447864,16.04278575,11.33587466,51.35876709,5.817377911,41.59432547,3771.71
Tomato,Roma,Madhya Pradesh,Kharif,Sandy,113.1507595,19.23741937,72.89606046,33.43081264,42.83874032,6.863092283,67.18464937,27447.72
Potato,Red,Uttar Pradesh,Rabi,Sandy,64.32164479,57.37301571,50.09073068,43.90429644,92.5494234,7.589333949,275.9561921,25804.93
Wheat,Hard Red,Rajasthan,Rabi,Saline,67.44358067,18.08209614,12.94373184,11.58390653,55.7008841,5.974028281,360.423723,3503.99
Potato,Russet,Punjab,Rabi,Silt,100.7892653,45.40855852,27.92184415,17.29653601,91.32609452,5.52962827,290.7540989,35366.92
Rice,Jasmine,Andhra Pradesh,Zaid,Clay,7.961536687,79.39135316,94.93885244,23.92939255,98.55608778,4.974363542,253.8883198,4852.57
Wheat,Soft Red,Punjab,Rabi,Sandy,52.7944877,39.80579051,39.35524921,33.19030921,91.0334931,7.170987303,125.1306834,4396.37
Sugarcane,Co 86032,Karnataka,Kharif,Loamy,55.55944119,53.01491699,22.70000008,41.49113897,39.47313191,7.180369189,278.1729012,92359.16
Tomato,Beefsteak,Madhya Pradesh,Rabi,Sandy,43.65832782,25.95668934,98.74713124,30.48329088,70.15743805,6.427030838,277.8020248,33331.34
Potato,Russet,Haryana,Rabi,Sandy,17.776187,10.08855997,31.06056736,16.7961753,74.17506389,6.37418655,97.90136565,19433.83
Sugarcane,Co 99004,Uttar Pradesh,Kharif,Peaty,19.76246361,63.91601865,21.49152339,42.91780723,36.38795788,8.181081039,28.16832233,59390.57
Maize,Sweet,Rajasthan,Kharif,Peaty,118.9734622,65.68436564,49.5969927,13.17101378,31.33348859,6.248942306,228.976108,6461.42
Tomato,Beefsteak,Karnataka,Kharif,Silt,96.58925735,6.691122895,10.50507695,38.55317556,34.31134916,5.421749479,35.41168612,29005.26
Potato,Yukon Gold,Uttar Pradesh,Rabi,Peaty,93.3758231,32.58166919,71.59101017,39.8845528,43.76041505,6.116964913,114.3528842,28675.42
Rice,Arborio,Uttar Pradesh,Kharif,Loamy,140.3132869,31.4606954,39.90868237,31.16209355,98.70098297,8.437395726,113.0544628,6333.26
Maize,Dent,Madhya Pradesh,Zaid,Loamy,88.76120461,23.99304635,42.56044873,14.95087762,83.73499248,5.492353272,217.5281606,7062.51
Maize,Sweet,Rajasthan,Rabi,Peaty,14.63862201,47.53337581,34.61712364,34.62341763,51.46877049,4.764097749,104.0415182,3840.43
Tomato,Cherry,Karnataka,Kharif,Loamy,81.82618712,36.39657946,21.18980036,13.18915519,79.5860315,7.069410625,312.1428262,37241.3
Maize,Dent,Madhya Pradesh,Zaid,Loamy,29.24333953,76.3247808,96.00282166,29.22746695,65.8370367,7.38272325,153.6893396,7100.72
Sugarcane,Co 99004,Tamil Nadu,Kharif,Loamy,141.7050375,51.00968339,19.78812486,15.07832039,95.51720183,7.029507312,100.8674834,96144.38
Rice,Jasmine,Uttar Pradesh,Kharif,Loamy,90.80510907,59.31885037,59.03107184,31.95788493,95.92324988,5.554571086,207.7577796,7031.09
Maize,Sweet,Madhya Pradesh,Rabi,Saline,43.96033045,7.321177639,43.78310278,18.32998534,39.0590958,4.664349475,166.2954834,3644.18
Rice,Basmati,Uttar Pradesh,Zaid,Loamy,38.82367821,29.52595067,83.53089858,32.68540687,75.1412785,8.350155315,375.4309324,5134.32
Wheat,Hard Red,Punjab,Rabi,Silt,138.4091958,40.23438777,31.18079432,10.85972543,53.9020166,7.702863187,377.7481132,7070.85
Wheat,Hard Red,Punjab,Rabi,Peaty,63.83325124,85.96608111,53.36279957,15.58076036,95.61462269,5.672072638,277.5552009,5874.24
Rice,Arborio,West Bengal,Kharif,Loamy,36.12055502,61.86903566,99.30440603,13.19474889,88.49992521,8.443337478,247.1262052,6700.68
Tomato,Cherry,Maharashtra,Kharif,Loamy,97.7825843,27.66834743,72.32856828,18.177476,62.23999849,7.513908913,146.5462401,36657.54
Wheat,Hard Red,Rajasthan,Rabi,Peaty,58.13526514,22.06472274,70.19937061,40.53138312,69.56618941,6.223611637,121.7061751,4073.38
Potato,Russet,West Bengal,Zaid,Saline,138.2077174,8.130934992,12.63882879,32.7903359,69.64078685,8.333835773,318.4127232,19631.79
Rice,Arborio,Uttar Pradesh,Zaid,Clay,106.4345216,27.82796524,93.06091648,35.04776208,31.61426075,4.642580269,59.02859438,5083.12
Tomato,Roma,Maharashtra,Zaid,Silt,30.3177805,8.823562219,65.96380995,33.01019252,56.59529844,7.49393862,30.63928688,22674.37
Rice,Basmati,Uttar Pradesh,Kharif,Peaty,114.3827809,39.49972402,89.55184781,13.82053219,42.69132786,8.094171956,312.0765514,5786.87
Potato,Yukon Gold,Uttar Pradesh,Rabi,Saline,47.29065698,24.40243173,75.28477169,14.33256002,52.0641833,8.348108078,136.2333058,19379.36
Potato,Red,Haryana,Zaid,Sandy,5.374331915,8.472382251,97.32805474,19.37180174,39.43926483,7.772830508,350.6809559,20278.65
Wheat,Durum,Madhya Pradesh,Rabi,Silt,53.77126207,43.60888057,77.37459415,31.32602008,67.2121946,6.321627816,273.8628733,5653.3
Tomato,Cherry,Karnataka,Rabi,Loamy,149.092792,41.80054892,21.63416671,44.55939153,52.41361428,7.136118524,243.971171,34442.49
Sugarcane,Co 0238,Uttar Pradesh,Rabi,Loamy,69.57708023,79.16258758,74.82824235,21.1995178,61.15113487,4.622446162,121.2364525,98710.01
Sugarcane,Co 0238,Karnataka,Kharif,Sandy,31.42514943,46.84557956,14.40560054,22.90562214,64.16535684,7.289351836,168.1672447,67005.87
Wheat,Hard Red,Rajasthan,Rabi,Silt,64.10247771,10.79089919,41.27421607,41.97326243,83.15745271,4.771360006,286.7046879,4602.81
Tomato,Beefsteak,Tamil Nadu,Zaid,Peaty,100.5211796,54.53500421,72.20293998,31.06790044,92.54163419,7.126481104,111.1745068,30707.01
Maize,Flint,Karnataka,Kharif,Peaty,11.17371302,37.03956021,60.99172283,15.92373141,31.98084928,6.299181875,102.3438809,4884.34
Sugarcane,Co 99004,Karnataka,Kharif,Silt,30.9144996,13.15842011,23.68259018,27.19893076,81.97935685,6.773415644,134.0949975,77703.88
Wheat,Durum,Uttar Pradesh,Rabi,Loamy,34.4024868,34.32815175,39.98663124,23.26198727,76.20820537,5.60091445,269.0397196,5194.42
Wheat,Durum,Madhya Pradesh,Rabi,Sandy,7.349900951,51.05011615,89.69758411,29.64446269,95.39954078,6.30208687,63.05678677,3225.13
Rice,Jasmine,Uttar Pradesh,Kharif,Sandy,49.58756571,38.11601932,95.77823602,33.56414943,72.63772204,7.099062214,104.4326541,4718.24
Rice,Basmati,Uttar Pradesh,Zaid,Sandy,60.58168793,36.98079397,50.33760254,23.09386717,53.6022941,4.911303786,135.8946649,3783.22
Maize,Dent,Rajasthan,Kharif,Loamy,74.93040115,24.33969648,65.52530935,20.68108718,71.52857746,4.60222875,155.3055964,6629.15
